source,description,url,content
{'name': 'HuffPost'},"The French teenager apologized and explained he and his mother had endured ""verbal assaults.""",https://www.huffpost.com/entry/tennis-slap-juniors-ghana_n_624e9fc1e4b0587dee72ecae,"A French junior tennis player just struck a rival with a slap likely to be another one heard around the world.
Michael Kouame, the top seed in the Tennis Foundation Ghana Open, lashed an open hand a… [+1415 chars]"
{'name': 'Rolling Stone'},"Despite actor's resignation, the Academy imposes hefty, decade-long punishment against Smith following his Oscars slap of Chris Rock",https://www.rollingstone.com/movies/movie-news/will-smith-oscar-10-year-ban-chris-rock-academy-1335039/,"Although Will Smithresigned from the Academy following his Oscars slap of Chris Rock, the organization has imposed a hefty penalty against the actor: A 10-year ban from the Oscars, as well as all Aca… [+2347 chars]"
{'name': 'Associated Press'},LOS ANGELES (AP) — The motion picture academy on Friday banned Will Smith from attending the Oscars or any other academy event for 10 years following his slap of Chris Rock at the Academy Awards .,https://apnews.com/article/will-smith-oscars-ban-664346ac2d2441939764f35be2d8026b,"LOS ANGELES (AP) The motion picture academy on Friday banned Will Smith from attending the Oscars or any other academy event for 10 years following his slap of Chris Rock at the Academy Awards. 
The… [+3701 chars]"
{'name': 'Forbes'},The Academy of Motion Picture Arts and Sciences announced its sanction against actor Will Smith for slapping  comedian Chris Rock on stage at the recent Oscar ceremonies.,https://www.forbes.com/sites/edwardsegal/2022/04/08/as-punishment-for-slapping-incident-will-smith-is-banned-from-attending-oscar-ceremonies-for-10-years/,"US actor Will Smith (R) slaps US actor Chris Rock onstage during the 94th Oscars at the Dolby ... [+] Theatre in Hollywood, California on March 27, 2022. (Photo by Robyn Beck / AFP) (Photo by ROBYN B… [+2573 chars]"
{'name': 'Forbes'},The Academy of Motion Picture Arts and Sciences announced its sanction against actor Will Smith for slapping  comedian Chris Rock on stage at the recent Oscar ceremonies.,https://www.forbes.com/sites/edwardsegal/2022/04/08/as-punishment-for-slapping-incident-will-smith-is-barred-from-attending-oscar-ceremonies-for-10-years/,"US actor Will Smith (R) slaps US actor Chris Rock onstage during the 94th Oscars at the Dolby ... [+] Theatre in Hollywood, California on March 27, 2022. (Photo by Robyn Beck / AFP) (Photo by ROBYN B… [+3006 chars]"
{'name': 'INSIDER'},"<ol><li>Billy Crystal: Will Smith slapping Chris Rock was 'assault'  Insider
</li><li>Poll: More Americans disapprove of Will Smith hitting Chris Rock a week following the Oscars incident  Yahoo Entertainment
</li><li>Will Smith’s Oscars slap has been a ‘ni…",https://www.insider.com/will-smith-chris-rock-slap-oscars-video-billy-crystal-2022-4,"Billy Crystal weighed in on the altercation between Will Smith and Chris Rock at the 2022 Oscars, calling Smith slapping Rock ""an assault."" 
During a recent appearance on Bob Costas' 
HBO Max talk … [+1948 chars]"
{'name': 'Forbes'},"The body will decide if further actions should be taken against Smith, who resigned from the Academy on Friday.",https://www.forbes.com/sites/marisadellatto/2022/04/06/meeting-over-will-smith-oscars-slap-moved-up-to-friday-academy-says/,"The Academy of Motion Picture Arts and Sciences moved its meeting to discuss possible repercussions for Will Smith, who slapped Chris Rock at the Oscars, to Friday,Variety and Deadline reported Wedne… [+2226 chars]"
{'name': 'The Christian Post'},"<ol><li>The Will Smith event: Why it matters  The Christian Post
</li><li>How Hollywood publicists feel about their jobs after the Oscars slap  The Washington Post
</li><li>Will Smith Oscar crisis handled by inner circle fighting to save the actor's brand  …",https://www.christianpost.com/voices/the-will-smith-event-why-it-matters.html,"By Richard D. Land, Christian Post Executive Editor | Thursday, April 07, 2022
Actor Will Smith (R) slaps actor Chris Rock onstage during the 94th Oscars at the Dolby Theatre in Hollywood, Californi… [+7081 chars]"
{'name': 'Vulture'},He remains eligible for nominations and wins.,http://www.vulture.com/2022/04/will-smith-banned-oscars-ten-years-the-slap.html,"Until they start giving out Academy Awards for stunts and fight choreography, the Academy of Motion Pictures Arts &amp; Sciences will not hold space for slapping at the Oscars. On April 8, the Academ… [+2429 chars]"
{'name': 'Vanity Fair'},"“I wouldn’t have told a joke about his wife’s hair,” the comedian said, referring to Will Smith. “I’d have told a joke about her boyfriend.”",https://www.vanityfair.com/hollywood/2022/04/ricky-gervais-pitches-his-own-jada-pinkett-smith-oscars-joke,"Five-time Golden Globes host Ricky Gervais is known for courting controversy with his comedy. As such, he pulled no punches while sharing how he might have handled Will Smith slapping Chris Rock at t… [+2603 chars]"
{'name': 'Dlisted.com'},"Some of us were reminded yesterday that Andrew Garfield and Alyssa ""Not Milano"" Miller were a thing after a rumor came out saying that they were no longer a thing and have broken up. BUT WAIT! Now we're hearing that they may not be broken up at all. Toss a fe…",https://dlisted.com/2022/04/05/night-crumbs-1872/,Some of us were reminded yesterday that Andrew Garfield and Alyssa “Not Milano” Miller were a thing after a rumor came out saying that they were no longer a thing and have broken up. BUT WAIT! Now we… [+1387 chars]
{'name': 'Yahoo Entertainment'},Actor Will Smith's Oscars ban was met with mixed reviews. The film academy was called out for making an example out of a Black man while being lax on others.,https://news.yahoo.com/lets-ban-oscars-academys-smith-234732704.html,"Will Smith accepts the award for lead actor during the 2022 Oscars. (Myung J. Chun / Los Angeles Times)
Will Smith is facing a 10-year ban from events held by the Academy of Motion Picture Arts and … [+6994 chars]"
{'name': 'Newsweek'},"In a letter, Academy president David Rubin said that the meeting would take place on April 8 rather than April 18 following Smith's resignation.",https://www.newsweek.com/will-smith-academy-sanctions-hearing-moved-slap-1695680,The scheduled hearing in which the Academy of Motion Pictures Arts &amp; Sciences is set to decide on potential sanctions against actor Will Smith for slapping Chris Rock at the Oscars will take plac… [+1003 chars]
{'name': 'Newsweek'},"""My brother was no threat to him and [Smith] just had no respect for him at that moment,"" Kenny Rock said in a new interview.",https://www.newsweek.com/chris-rocks-brother-wants-will-smith-get-oscar-revoked-it-eats-me-1695277,"Kenny Rock said he does not accept Will Smith's apology for slapping his brother, comedian Chris Rock, during the 2022 Academy Awards ceremony and believes the actor should have his Oscar revoked.
E… [+3510 chars]"
{'name': 'Newsweek'},"The comedian previously said he was ""still processing"" the moment he was slapped by Will Smith on stage at the 2022 Oscars ceremony.",https://www.newsweek.com/chris-rock-talk-will-smith-oscars-slap-paid-jada-pinkett-1696624,"Chris Rock on Friday night refused to talk about the moment he was slapped by Will Smith on stage at the 2022 Oscars ceremony.
""I'm OK, I have a whole show and I'm not talking about that until I get… [+2565 chars]"
{'name': 'New York Post'},"Will Smith won the Oscar for Best Actor for his role in ""King Richard"" at this year's ceremony.",https://nypost.com/2022/04/06/academy-moves-up-will-smiths-oscar-slap-disciplinary-review/,"Forget slaps, the Academy is pulling no punches.
Discussion on how to discipline actor Will Smith following the slapping incident that occurred at the Oscars on March 27, has been moved up, accordin… [+2493 chars]"
{'name': 'Independent.ie'},The board of the Academy of Motion Picture Arts and Sciences has moved its meeting to address Will Smith&rsquo;s actions at the Oscars forward to this Friday in a bid to deal with the incident &ldquo;in a timely fashion&rdquo;.,https://www.independent.ie/entertainment/movies/academy-moves-hearing-to-discuss-will-smiths-oscars-slap-forward-41527602.html,The board of the Academy of Motion Picture Arts and Sciences has moved its meeting to address Will Smiths actions at the Oscars forward to this Friday in a bid to deal with the incident in a timely f… [+1521 chars]
{'name': 'Screen Rant'},Oscars host Amy Schumer denies accusations of stealing the Leonardo DiCaprio joke she made during her monologue from a viral twitter post.,https://screenrant.com/leonardo-dicaprio-oscars-joke-stolen-amy-schumer-response/,Amy Schumer denies stealing the Leonardo DiCaprio joke she made during the Oscars. It's been over a week since the 94th Academy Awards aired on ABC and the dust is beginning to settle on the various … [+3782 chars]
{'name': 'Newsweek'},Creative Artists Agency (CAA) has denied that there was turmoil in the company over a decision to drop Smith from its roster.,https://www.newsweek.com/will-smith-caa-talent-agency-denies-dropping-actor-slap-oscars-chris-rock-1695124,"The talent agency representing Will Smith has denied reports that the company was divided over the decision to drop the actor from their client list following his actions at the Oscars on March 28.
… [+3218 chars]"
{'name': 'New York Post'},The moment will be etched into history forever.,https://nypost.com/2022/04/05/people-are-getting-tattoos-of-will-smith-slapping-chris-rock/,"People are turning the moment Will Smith slapped Chris Rock into a permanent memory with tattoos.
Tattoo artist Jon Arton found it hilarious when someone asked to get the infamous outburst tattooed … [+2575 chars]"
{'name': 'The Indian Express'},"Ditching the traditional red, Alia looked mesmerising in a hand dyed ivory organza sari embroidered with fine tilla work and an embroidered handwoven tissue veil.",https://indianexpress.com/article/lifestyle/fashion/alia-bhatt-ranbir-kapoor-wedding-sabyasachi-white-golden-lehenga-sherwani-7869225/,"After days of speculations and buzz, actors Alia Bhatt and Ranbir Kapoor have finally tied the knot in an intimate wedding ceremony at their Mumbai residence Vastu, surrounded by their close friends … [+2037 chars]"
{'name': 'The Indian Express'},"Alia Bhatt and Ranbir Kapoor's pre-wedding functions have started in Mumbai. Kareena Kapoor, Karisma Kapoor, Karan Johar, Ayan Mukerji were clicked arriving for the festivities.",https://indianexpress.com/article/entertainment/bollywood/alia-bhatt-ranbir-kapoor-pre-wedding-function-kareena-kapoor-karisma-karan-johar-see-photos-7866339/,"The pre-wedding functions of Alia Bhatt and Ranbir Kapoor’s wedding have begun at their apartment Vastu in Bandra. On Wednesday, photographers clicked Ranbir and Alia’s family members as they arrived… [+1593 chars]"
{'name': 'The Indian Express'},"Filmmaker Subhash Ghai recalls his conversation about Ranbir Kapoor and Alia Bhatt's wedding with veteran actor Rishi Kapoor, who passed away in April 2020.",https://indianexpress.com/article/entertainment/bollywood/rishi-kapoor-ranbir-kapoor-alia-bhatt-wedding-plans-subhash-ghai-7865876/,"Bollywood’s star couple Ranbir Kapoor and Alia Bhattare all set to be married this week, after keeping fans guessing about their wedding dates for months. The couple would have tied the knot in 2020 … [+1791 chars]"
{'name': 'The Indian Express'},Alia and Ranbir are expected to tie the knot on April 14. The Kapoor clan and the Bhatts are maintaining a stoic silence about the wedding date and venue.,https://indianexpress.com/article/entertainment/bollywood/ila-arun-calls-soni-razdan-sasu-ma-as-she-congratulates-alia-bhatt-ranbir-kapoor-wedding-7867028/,"While details about Alia Bhatt and Ranbir Kapoor’s wedding are still under wraps, congratulatory messages are pouring in already. Actor Ila Arun recently took to social media to congratulate Alias mo… [+1328 chars]"
{'name': 'The Indian Express'},Police was asked to interfere when the cars of Ranbir Kapoor's mother Neetu Kapoor and his sister Riddhima Kapoor Sahni were blocked by photographers to click pictures.,https://indianexpress.com/article/entertainment/bollywood/ranbir-kapoor-alia-bhatt-wedding-police-issue-warning-to-paparazzi-to-not-block-celebrity-vehicles-7867597/,"Ranbir Kapoor and Alia Bhatt’s wedding ceremonies began on Wednesday. To ensure the smooth functioning of the festivities, the cops issued a strict warning to paparazzi asking them not to block the v… [+1171 chars]"
{'name': 'The Indian Express'},Soon-to-wed Ranbir Kapoor’s sister Riddhima Kapoor was spotted at Mumbai airport on Tuesday.,https://indianexpress.com/article/entertainment/bollywood/ahead-of-ranbir-kapoor-wedding-sister-riddhima-sahni-arrives-in-mumbai-alia-bhatt-7866593/,"Riddhima Kapoor Sahni arrived in Mumbai on Tuesday to attend her brother Ranbir Kapoors wedding to Alia Bhatt, which is scheduled to take place later this week. Riddhima, husband Bharat Sahni and dau… [+1545 chars]"
{'name': 'The Indian Express'},"Ranbir Kapoor and Alia Bhatt are expected to tie the knot this week. According to Alia's stepbrother Rahul, the security arrangements are stringent and 200 bouncers have been hired for the special day.",https://indianexpress.com/article/entertainment/bollywood/ranbir-kapoor-alia-bhatt-wedding-stepbrother-rahul-bhatt-says-200-bouncers-hired-guards-to-be-deployed-at-rk-studio-and-vastu-7863384/,"Actors Ranbir Kapoor and Alia Bhatt, one of Bollywood’s power couples, are all set to tie the knot, this week. The excitement in the air is palpable as details of the grand wedding continue to make t… [+1787 chars]"
{'name': 'The Indian Express'},Ranbir Kapoor and Alia Bhatt tied the knot today in an intimate ceremony in Mumbai. Alia's gorgeous ring and mangalsutra can be spotted in the many photos from the wedding being circulated online.,https://indianexpress.com/article/entertainment/bollywood/alia-bhatt-wedding-ring-mangalsutra-ranbir-kapoor-wedding-photos-7869769/,"Actors Alia Bhatt and Ranbir Kapoor tied the knot in a fairytale wedding in Bandra, Mumbai, on Thursday. The intimate ceremony was attended by close friends and family, including Kareena Kapoor, Saif… [+1942 chars]"
{'name': 'The Indian Express'},"Even though fans can't stop gushing over the photos of Ranbir Kapoor and Alia Bhatt from their wedding ceremony, images from the Kolkata ceremony too have created a buzz online.",https://indianexpress.com/article/trending/trending-in-india/fans-organise-ranbir-kapoor-and-alia-bhatts-bengali-wedding-in-kolkata-7870662/,"The craze around weddings of Bollywood stars is unparalleled, leaving ardent fans in a frenzy on social media. So when Bollywood actors Alia Bhatt and Ranbir Kapoor tied the knot in Mumbai on Thursda… [+2647 chars]"
{'name': 'The Indian Express'},"At the launch of Dance Deewane Juniors, Neetu Kapoor spoke about starting young, judging a kids' reality show and sharing screen space with son Ranbir Kapoor.",https://indianexpress.com/article/entertainment/television/neetu-kapoor-on-alia-bhatt-ranbir-kapoor-relationship-7861721/,"Neetu Kapoor, who started her career as a child artist, has always been known for her dance skills. And now, she is here to judge Dance Deewane Juniors, a show that celebrates young kids and their ta… [+2502 chars]"
{'name': 'The Indian Express'},"Jeweller Deepak Choksi said, “I, my son Deep and daughter in law Paridhi Choksi are die hard fans of Ranbir Kapoor and Alia Bhatt and  decided to give  a gift which should be different from others and it should last for a longer time.”",https://indianexpress.com/article/cities/surat/surat-jeweller-gifts-bouquet-of-gold-roses-to-alia-and-ranbir-7868222/,"A Surat jeweller who is a die-hard fan of Bollywood couple Ranbir Kapoor and Alia Bhatt, sent a five feet tall bouquet of gold foil roses to the couple as their wedding festivities began Wednesday.Gi… [+783 chars]"
{'name': 'The Indian Express'},"Every phera has been attributed to a specific significance - the four main aims of life: Dharma, Artha, Kama and Moksha.",https://indianexpress.com/article/lifestyle/life-style/alia-bhatt-ranbir-kapoor-took-four-pheras-instead-of-seven-rahul-bhatt-significance-meaning-7870677/,"Alia Bhatt and Ranbir Kapoor took the sacred vows last evening as they bound themselves in holy matrimony, in the gracious presence of close friends and family members. The pictures and videos from t… [+3048 chars]"
{'name': 'The Indian Express'},Saif Ali Khan’s son Ibrahim Ali Khan couldn't help but laugh as he was mistaken for Shah Rukh Khan's son Aryan recently.,https://indianexpress.com/article/entertainment/bollywood/saif-ali-khan-son-ibrahim-ali-khan-gets-mistaken-for-shah-rukh-khan-son-aryan-khan-watch-7870627/,"A video of Saif Ali Khans son Ibrahim Ali Khan being mistaken for Shah Rukh Khans son Aryan is making rounds on the internet. Originally posted on a paparazzi account, the video shows Ibrahim exiting… [+1334 chars]"
{'name': 'The Indian Express'},"The 'AAP4Mumbai' account, in an Instagram post on Wednesday, shared a picture of the celebrity couple, asking users to swipe right to find out who has been invited to the much-anticipated Bollywood celebrity wedding.",https://indianexpress.com/article/cities/mumbai/aap-mumbai-alia-bhatt-ranbir-kapoor-7868809/,"Jumping onto the Alia Bhatt-Ranbir Kapoor wedding bandwagon, the Aam Aadmi Party’s Mumbai unit used the “leaked guest list” media trope to hit out at the Maha Vikas Aghadi (MVA) government.The ‘AAP4M… [+672 chars]"
{'name': 'The Indian Express'},"Apart from the intricate golden work, the veil also had a special memory inscribed on it -- know what it is here!",https://indianexpress.com/article/lifestyle/fashion/alia-bhatt-ranbir-kapoor-wedding-veil-special-memory-inscribed-sabysachi-7870294/,"Actors Alia Bhatt and Ranbir Kapoor made for a stunning couple as they tied the knot on Thursday in an intimate ceremony at their Pali Hill residence, Vastu. Decked in traditional attire and jeweller… [+1650 chars]"
{'name': 'The Indian Express'},"Rumours are rife that the couple is set to get hitched around April 13, 2022 in Mumbai, with only close friends and family in attendance",https://indianexpress.com/article/lifestyle/feelings/alia-bhatt-ranbir-kapoor-swayamvar-relationship-timeline-couple-wedding-marriage-details-7859357/,"Amid rumours of Bollywood A-listers Ranbir Kapoor and Alia Bhatt getting married later this month, here’s looking at a timeline of their relationship, which goes way back to Bhatt’s childhood, when s… [+3618 chars]"
{'name': 'The Indian Express'},"The groom's sister and mother, too, pulled out all the stops for the mehendi ceremony",https://indianexpress.com/article/lifestyle/fashion/kareena-kapoor-khan-karisma-kapoor-stun-in-traditional-ensembles-for-alia-bhatts-mehendi-7868730/,"The rituals for Alia Bhatt and Ranbir Kapoor‘s hush-hush wedding in Mumbai officially kickstarted with close friends and family in attendance for the mehendi ceremony on Wednesday. The wedding, as co… [+1674 chars]"
{'name': 'PINKVILLA'},"<ol><li>Ranbir Kapoor-Alia Bhatt Wedding: Actress skipped chooda ceremony due to her Hollywood debut; Reports  PINKVILLA
</li><li>Bollywood mega-stars Alia Bhatt and Ranbir Kapoor wed in intimate Mumbai ceremony  CNN
</li><li>RaLia Wedding | Alia Bhatt Ditc…",https://www.pinkvilla.com/entertainment/news/ranbir-kapoor-alia-bhatt-wedding-actress-skipped-chooda-ceremony-due-her-hollywood-debut-reports-1068918,"Tinsel town's favourite couple, Alia Bhatt and Ranbir Kapoor got married on April 14th at the Yeh Jawaani Hai Deewani actor's Vastu residence in Bandra, Mumbai after dating for five years. The couple… [+1423 chars]"
{'name': 'PINKVILLA'},"<ol><li>A lifetime of love & happiness: Priyanka Chopra's heartfelt wish for lovebirds Ranbir Kapoor & Alia Bhatt  PINKVILLA
</li><li>Bollywood mega-stars Alia Bhatt and Ranbir Kapoor wed in intimate Mumbai ceremony  CNN
</li><li>Bollywood stars Ranbir Kapo…",https://www.pinkvilla.com/entertainment/news/lifetime-love-happiness-priyanka-chopras-heartfelt-wish-lovebirds-ranbir-kapoor-alia-bhatt-1068477,Ranbir Kapoor and Alia Bhatt had us hooked to social media on Thursday evening as the couple tied the knot and made their first public appearance as husband and wife. Looking striking in shades of iv… [+1503 chars]
{'name': 'Livejournal.com'},https://instagram.com/p/CcVXto2sydQ Bollywood stars Alia Bhatt (29) and Ranbir Kapoor (39). The coupe started dating in 2018. Alia shared the photos from their wedding ceremony on Instagram. source,https://ohnotheydidnt.livejournal.com/123152072.html,"https://instagram.com/p/CcVXto2sydQ
Bollywood stars Alia Bhatt (29) and Ranbir Kapoor (39). The couple started dating in 2018.
Alia shared the photos from their wedding ceremony on Instagram.
sour… [+1 chars]"
{'name': 'CNN'},"Soaring inflation. The war in Ukraine. Yet another rise in Covid cases. With so much going on this year it's hard to focus on things like filing your taxes. Nevertheless, the IRS still expects you to file your 2021 return and pay whatever you still owe by the…",https://www.cnn.com/2022/04/10/us/five-things-april-10-trnd/index.html,"Soaring inflation. The war in Ukraine. Yet another rise in Covid cases. With so much going on this year it's hard to focus on things like filing your taxes. Nevertheless, the IRS still expects you to… [+6124 chars]"
{'name': 'Reuters'},"Pakistan's top court will on Wednesday hear Prime Minister Imran Khan's legal team defend his bid to block an opposition bid to oust him, a move his critics say was unconstitutional and which has ushered in a new phase of political turmoil.",https://www.reuters.com/world/asia-pacific/pakistan-court-hear-khans-defence-blocking-ouster-2022-04-06/,"ISLAMABAD, April 6 (Reuters) - Pakistan's top court will on Wednesday hear Prime Minister Imran Khan's legal team defend his bid to block an opposition bid to oust him, a move his critics say was unc… [+2533 chars]"
{'name': 'Reuters'},Pakistan's powerful military on Thursday dismissed ousted Prime Minister Imran Khan's accusation that the United States had conspired to topple him in a parliamentary vote of confidence.,https://www.reuters.com/world/asia-pacific/pakistan-military-dismisses-khans-theory-us-conspired-oust-him-pm-2022-04-14/,"ISLAMABAD, April 14 (Reuters) - Pakistan's powerful military on Thursday dismissed ousted Prime Minister Imran Khan's accusation that the United States had conspired to topple him in a parliamentary … [+2670 chars]"
{'name': 'NPR'},Imran Khan called on his supporters to take to the streets in protest while the political opposition prepare to install his replacement.,https://www.npr.org/2022/04/10/1091927160/pakistan-prime-minister-imran-khan-parliament-ousted,"Supporters of an opposition party celebrate the success of a no-confidence vote against Prime Minister Imran Khan, in Karachi, Pakistan, Sunday, April 10, 2022.
Fareed Khan/AP
ISLAMABAD The ouster … [+5345 chars]"
"{'name': ""CP24 Toronto's Breaking News""}","<ol><li>Sharif sworn in as Pakistan's new PM after week of drama  CP24 Toronto's Breaking News
</li><li>Pakistan's parliament votes in Shehbaz Sharif as PM after Imran Khan's ouster  CBC News
</li><li>Pakistan parliament elects opposition leader as prime mi…",https://www.cp24.com/world/sharif-sworn-in-as-pakistan-s-new-pm-after-week-of-drama-1.5856814,"ISLAMABAD (AP) - Pakistan's parliament on Monday elected opposition lawmaker Shahbaz Sharif as the new prime minister, following a week of political turmoil that led to the weekend ouster of Premier … [+5672 chars]"
{'name': 'Business Insider'},"Pakistan's political opposition ousted the embattled prime minister, Imran Khan, in a no-confidence vote after several of Khan's allies deserted him.",https://www.businessinsider.com/pakistan-prime-minister-imran-khan-ousted-in-no-confidence-vote-2022-4,"ISLAMABAD (AP) Pakistan's political opposition ousted the country's embattled prime minister in a no-confidence vote early Sunday, which they won after several of Imran Khan's allies and a key coalit… [+5471 chars]"
{'name': 'Ctvnews.ca'},"Pakistan Prime Minister Imran Khan faces a no-confidence vote in parliament on Saturday which he is widely expected to lose. Here is what the upheaval, which comes as the economy is in deep trouble, means for countries closely involved in Pakistan.",https://www.ctvnews.ca/world/what-political-upheaval-in-pakistan-means-for-rest-of-the-world-1.5854093,"WASHINGTON/ISLAMABAD -- 
Pakistan Prime Minister Imran Khan faces a no-confidence vote in parliament on Saturday which he is widely expected to lose.
If that happens, or he resigns before then, a n… [+5103 chars]"
{'name': 'Reuters'},"Pakistan's parliament was set to meet on Monday to elect a new prime minister, with opposition leader Shehbaz Sharif the favourite to win after a week-long constitutional crisis that climaxed on Sunday when Imran Khan lost a no-confidence vote.",https://www.reuters.com/world/asia-pacific/pakistans-parliament-set-elect-new-prime-minister-2022-04-11/,"ISLAMABAD, April 11 (Reuters) - Pakistan's parliament was set to meet on Monday to elect a new prime minister, with opposition leader Shehbaz Sharif the favourite to win after a week-long constitutio… [+2764 chars]"
{'name': 'Reuters'},"No prime minister has completed a full five-year tenure in Pakistan's 75-year history - a trend extended with the ouster of Imran Khan, who lost a no-confidence vote on Sunday.",https://www.reuters.com/world/asia-pacific/no-pakistani-prime-minister-has-completed-full-tenure-2022-04-09/,"KARACHI, Pakistan, April 10 (Reuters) - No prime minister has completed a full five-year tenure in Pakistan's 75-year history - a trend extended with the ouster of Imran Khan, who lost a no-confidenc… [+4968 chars]"
{'name': 'Time'},Pakistan’s parliament elected opposition leader Shahbaz Sharif as prime minister after Imran Khan lost the support of lawmakers,https://time.com/6165802/pakistan-imran-khan-shahbaz-sharif/,"Pakistan’s parliament elected opposition leader Shahbaz Sharif as prime minister, ending weeks of political turmoil since former cricket star Imran Khan lost the support of lawmakers and tried to pre… [+2509 chars]"
{'name': 'Reuters'},Pakistan's Prime Minister Imran Khan is due to address the nation on Friday after the Supreme Court ruled he acted unconstitutionally in blocking an attempt to oust him - a decision that could end his premiership in days.,https://www.reuters.com/world/asia-pacific/pakistans-khan-vows-fight-after-court-rules-against-him-2022-04-08/,"ISLAMABAD, April 8 (Reuters) - Pakistan's Prime Minister Imran Khan is due to address the nation on Friday after the Supreme Court ruled he acted unconstitutionally in blocking an attempt to oust him… [+3193 chars]"
{'name': 'Vice News'},"The allegations were followed by a constitutional crisis, dissolved parliament, and ministers resigning every day.",https://www.vice.com/en/article/93bjky/pakistan-turmoil-prime-minister-imran-khan-accuses-america-of-trying-to-oust-him,"Pakistan is facing a sudden power vacuum after its president dissolved parliament and called for early elections that could give a fresh mandate to Prime Minister Imran Khan, who has accused the Unit… [+5633 chars]"
{'name': 'Politico'},Imran Khan has claimed the United States worked behind the scenes to bring him down.,https://www.politico.com/news/2022/04/10/ousted-prime-minister-pakistan-00024300,"Khans successor is to be elected and sworn in by Parliament on Monday. The leading contender is Shahbaz Sharif, a brother of disgraced former prime minister Nawaz Sharif.
Shahbaz Sharif heads the la… [+4543 chars]"
{'name': 'Al Jazeera English'},Multiple petitions challenge Prime Minister Khan’s decision to dissolve parliament amid political turmoil.,https://www.aljazeera.com/news/2022/4/5/pakistan-polls-uncertain-as-top-court-delays-ruling,"Islamabad, Pakistan Pakistans Supreme Court has adjourned without ruling on the legality of Prime Minister Imran Khans move to dissolve parliament and call new elections.
A five-judge bench of Pakis… [+3725 chars]"
{'name': 'Al Jazeera English'},Top court begins hearing arguments on whether PM Khan had legal right to dissolve parliament and call for early polls.,https://www.aljazeera.com/news/2022/4/5/pakistan-political-crisis-live-news-supreme-court-imran-khan-liveblog,<ul><li>Pakistans top court has resumed hearing arguments on whether Prime Minister Imran Khan and his allies had the legal right to dissolve parliament and call for early elections.</li><li>On Sunda… [+2590 chars]
{'name': 'Al Jazeera English'},Pakistan's leader is ousted from office after 174 members voted against him in parliament.,https://www.aljazeera.com/news/2022/4/9/pakistan-prime-minister-imran-khan-no-confidence-vote,"Pakistans Prime Minister Imran Khan has been deposed by a no-confidence vote in parliament, days after he blocked a similar attempt.
The passing of the motion on Saturday came after the countrys Sup… [+1749 chars]"
{'name': 'Al Jazeera English'},A bench headed by Pakistan’s chief justice is hearing petitions challenging PM Imran Khan’s dissolution of parliament.,https://www.aljazeera.com/news/2022/4/6/all-eyes-on-pakistan-supreme-court-amid-constitutional-crisis,"Islamabad, Pakistan Pakistans Supreme Court has again delayed ruling on the legality of Prime Minister Imran Khans move to dissolve parliament and call fresh elections.
A five-judge bench of the Sup… [+4136 chars]"
{'name': 'Politico'},"Anticipating his loss, Khan, who charged his opposition colluded with the United States to unseat him, has called on his supporters to stage rallies nationwide on Sunday.",https://www.politico.com/news/2022/04/09/pakistans-embattled-pm-ousted-in-no-confidence-vote-00024270,"Anticipating his loss, Khan, who charged his opposition colluded with the United States to unseat him, has called on his supporters to stage rallies nationwide on Sunday. Khans options are limited an… [+2849 chars]"
{'name': 'The Guardian'},"As Johnson’s cabinet flounders, Starmer’s team has some brilliant ideas to improve this country. But voters also want a clear visionRipe plums fall into Labour’s lap. Without the opposition lifting a finger, each day brings another revelation that tells waver…",https://amp.theguardian.com/commentisfree/2022/apr/12/labour-winning-policies-party-keir-starmer-public,"Ripe plums fall into Labours lap. Without the opposition lifting a finger, each day brings another revelation that tells wavering voters all they need to know about what these bumptious ministers thi… [+6959 chars]"
{'name': 'Al Jazeera English'},Military spokesman rejects former PM Imran Khan's allegation that the US conspired to topple his government.,https://www.aljazeera.com/news/2022/4/14/pakistan-military-rejects-khans-theory-us-conspired-to-oust-him,"Pakistans powerful military has dismissed deposed Prime Minister Imran Khans accusation that the United States had conspired to topple him in a parliamentary vote of confidence.
Khan, 69, who led th… [+2563 chars]"
{'name': 'Al Jazeera English'},The popular Bollywood film attempts to construct a truth about Kashmir out of the carcasses of facts.,https://www.aljazeera.com/opinions/2022/4/13/the-dangerous-truth-of-the-kashmiri-files,"A man wearing the saffron turban and robes of a Hindu preacher stands against the plush red interior of a cinema. In one hand he carries a shiny steel trident, a traditional weapon of Hindu gods, and… [+14262 chars]"
{'name': 'The Indian Express'},"The video was posted on J&K Police’s official Twitter account on March 31. Incidentally, on April 4, the Valley witnessed a fresh spurt in attacks on migrants and Kashmiri Pandits.",https://indianexpress.com/article/india/untold-kashmir-files-a-short-clip-by-jk-police-7856989/,"THE JAMMU and Kashmir Police has posted a 57-second video, which aims to underline how all Kashmiris cutting across faith were victims of militancy.Called The Untold Kashmir Files a reference to the … [+4515 chars]"
{'name': 'The Indian Express'},This is the latest example of intellectual tone-deafness to the political and cultural realities of today's India.,https://indianexpress.com/article/opinion/columns/why-they-love-to-hate-the-kashmir-files-7871310/,"For all those who thought that Partition and the subsequent adoption of a democratic Constitution had somehow settled the debate about the idea of India, as something defined by the values of civic c… [+5729 chars]"
