,from_article,to_article,similarity_score
867,17,17,1.000000238418579
868,17,18,0.3046705424785614
869,17,19,0.3556966781616211
870,17,20,0.3607561290264129
871,17,21,0.4691745638847351
872,17,22,0.4268616139888763
873,17,23,0.4605314433574676
874,17,24,0.3640762269496918
875,17,25,0.1596864759922027
876,17,26,0.3909943699836731
877,17,27,0.4507603645324707
878,17,28,0.3862582743167877
879,17,29,0.356097936630249
880,17,30,0.3422766029834747
881,17,31,0.2428920418024063
882,17,32,0.3489167392253876
883,17,33,0.3661885857582092
884,17,34,0.3372166752815246
885,17,35,0.4288884401321411
886,17,36,0.3577792942523956
887,17,37,0.3643454611301422
888,17,38,0.3648024499416351
889,17,39,0.3428875505924225
890,17,40,0.4626853764057159
891,17,41,0.4196482002735138
892,17,42,0.5626040697097778
893,17,43,0.3800857067108154
894,17,44,0.4612074494361877
895,17,45,0.3573789894580841
896,17,46,0.3932600617408752
897,17,47,0.2983351945877075
898,17,48,0.4252202212810516
899,17,49,0.3550272583961487
900,18,0,0.69785076379776
901,18,1,0.7189322710037231
902,18,2,0.8193915486335754
903,18,3,0.6662890911102295
904,18,4,0.7468090057373047
905,18,5,0.5799310207366943
906,18,6,0.7103495597839355
907,18,7,0.7079769968986511
908,18,8,0.6805520057678223
909,18,9,0.7043114900588989
910,18,10,0.8096535801887512
911,18,11,0.5638437271118164
912,18,12,0.6584821343421936
913,18,13,0.7096209526062012
914,18,14,0.7389582395553589
915,18,15,0.6899795532226562
916,18,16,0.805608868598938
917,18,17,0.3046705424785614
918,18,18,1.000000238418579
919,18,19,0.6412111520767212
920,18,20,0.7289093136787415
921,18,21,0.7683008909225464
922,18,22,0.835124135017395
923,18,23,0.6141772270202637
924,18,24,0.869661271572113
925,18,25,0.7227209806442261
926,18,26,0.69143146276474
927,18,27,0.8044110536575317
928,18,28,0.7161909937858582
929,18,29,0.7309548258781433
930,18,30,0.7657750248908997
931,18,31,0.7448670268058777
932,18,32,0.7880082726478577
933,18,33,0.7589267492294312
934,18,34,0.7494466304779053
935,18,35,0.7335625290870667
936,18,36,0.8000767230987549
